name,code,alias,level,status,latitude,longitude,parent_name,parent_code
Идринский район,4217,idrinskii-raion,2,,54.537593,92.484469,Красноярский край,4
Таврический район,52253,tavricheskii-raion,2,,54.53635,73.647462,Омская область,52
Кадомский район,61206,kadomskii-raion,2,,54.531393,42.391606,Рязанская область,61
Куйтунский район,25222,kuitunskii-raion,2,,54.528791,101.59962,Иркутская область,25
Бугульминский район,92217,bugulminskii-raion,2,,54.527438,52.83586,Республика Татарстан (Татарстан),92
Нурлатский район,922461,nurlatskii-raion,2,,54.523649,50.567865,Республика Татарстан (Татарстан),92
Ельнинский район,66219,elninskii-raion,2,,54.523064,33.313941,Смоленская область,66
Чишминский,80257,chishminskii,2,,54.514091,55.400074,Республика Башкортостан,80
Калуга,29401,kaluga,2,,54.513845,36.261215,Калужская область,29
Доволенский район,50210,dovolenskii-raion,2,,54.51292,79.666848,Новосибирская область,50
Шербакульский район,52259,sherbakulskii-raion,2,,54.512074,72.450367,Омская область,52
Туймазинский,80251,tuimazinskii,2,,54.50051,53.863973,Республика Башкортостан,80
Багратионовский район,27203,bagrationovskii-raion,2,,54.49366,20.332235,Калининградская область,27
Звериноголовский район,37209,zverinogolovskii-raion,2,,54.487981,64.828809,Курганская область,37
Архангельский,80203,arkhangelskii,2,,54.487652,56.925099,Республика Башкортостан,80
Увельский район,75255,uvelskii-raion,2,,54.485162,61.495754,Челябинская область,75
Октябрьский,80435,oktiabrskii,2,,54.481448,53.46557,Республика Башкортостан,80
Целинный район,37234,tselinnyi-raion,2,,54.480251,63.688604,Курганская область,37
Серебряно-Прудский,46250,serebriano-prudskii,2,,54.471901,38.63831,Московская область,46
Баунтовский район,81206,bauntovskii-raion,2,,54.471017,113.575618,Республика Бурятия,81
Мамоново,27203510,mamonovo,2,,54.464623,19.945438,Калининградская область,27
Алексинский район,70202,aleksinskii-raion,2,,54.455009,37.153027,Тульская область,70
Правдинский район,27233,pravdinskii-raion,2,,54.447738,21.18523,Калининградская область,27
Ромодановский район,89240,romodanovskii-raion,2,,54.44646,45.343344,Республика Мордовия,89
Купинский район,50232,kupinskii-raion,2,,54.444309,77.792487,Новосибирская область,50
Южноуральск,75464,iuzhnouralsk,2,,54.442455,61.268229,Челябинская область,75
Беловский район,32201,belovskii-raion,2,,54.430935,86.687479,Кемеровская область,32
Ширинский район,95235,shirinskii-raion,2,,54.430385,89.817856,Республика Хакасия,95
Маслянинский район,50236,maslianinskii-raion,2,,54.426184,84.367229,Новосибирская область,50
Бабынинский район,29202,babyninskii-raion,2,,54.426085,35.763953,Калужская область,29
Озерский район,27227,ozerskii-raion,2,,54.425294,21.954233,Калининградская область,27
Белово,32407,belovo,2,,54.422114,86.303692,Кемеровская область,32
Шенталинский район,36248,shentalinskii-raion,2,,54.415807,51.571984,Самарская область,36
Чамзинский район,89257,chamzinskii-raion,2,,54.413847,45.772775,Республика Мордовия,89
Спас-Деменский район,29234,spas-demenskii-raion,2,,54.409949,34.019245,Калужская область,29
Краснослободский район,89234,krasnoslobodskii-raion,2,,54.408786,43.892314,Республика Мордовия,89
Веневский район,70212,venevskii-raion,2,,54.405898,38.222947,Тульская область,70
Зейский район,10225,zeiskii-raion,2,,54.403419,128.985184,Амурская область,10
Челно-Вершинский район,36246,chelno-vershinskii-raion,2,,54.397193,51.095194,Самарская область,36
Захаровский район,61204,zakharovskii-raion,2,,54.391427,39.209127,Рязанская область,61
Дубенский район,89216,dubenskii-raion,2,,54.389088,46.379596,Республика Мордовия,89
Уйский район,75256,uiskii-raion,2,,54.385565,60.091058,Челябинская область,75
Октябртский район,75247,oktiabrtskii-raion,2,,54.383714,62.707258,Челябинская область,75
Краснотуранский район,4228,krasnoturanskii-raion,2,,54.380322,91.65995,Красноярский край,4
Пластовский район,75248,plastovskii-raion,2,,54.374747,60.676661,Челябинская область,75
Учалинский,80253,uchalinskii,2,,54.373992,59.303891,Республика Башкортостан,80
Старошайговский район,89246,staroshaigovskii-raion,2,,54.36966,44.565655,Республика Мордовия,89
Ордынский район,50242,ordynskii-raion,2,,54.36924,81.735471,Новосибирская область,50
Полтавский район,52248,poltavskii-raion,2,,54.360218,71.586502,Омская область,52
Починсковский район,66233,pochinskovskii-raion,2,,54.35675,32.549017,Смоленская область,66
Кармаскалинский,80235,karmaskalinskii,2,,54.353318,56.111351,Республика Башкортостан,80
Гурьевский район,32202,gurevskii-raion,2,,54.350847,85.639244,Кемеровская область,32
Боградский район,95215,bogradskii-raion,2,,54.349235,90.882216,Республика Хакасия,95
Атюрьевский район,89205,atiurevskii-raion,2,,54.346806,43.294134,Республика Мордовия,89
Мещовский район,29227,meshchovskii-raion,2,,54.342276,35.308067,Калужская область,29
Барятинский район,29204,bariatinskii-raion,2,,54.33941,34.548047,Калужская область,29
Перемышльский район,29232,peremyshlskii-raion,2,,54.326606,36.290707,Калужская область,29
Монастырщинский район,66227,monastyrshchinskii-raion,2,,54.324002,31.759416,Смоленская область,66
Сасовский район,61242,sasovskii-raion,2,,54.317217,42.024644,Рязанская область,61
Ульяновск,73401,ulianovsk,2,,54.316855,48.402557,Ульяновская область,73
Соболевский район,30213,sobolevskii-raion,2,,54.304626,156.55916,Камчатский край,30
Чучковский район,61253,chuchkovskii-raion,2,,54.294896,41.444063,Рязанская область,61
Тугуро-Чумиканский район,8246,tuguro-chumikanskii-raion,2,,54.282766,134.980145,Хабаровский край,8
Тугуро-Чумиканский район,8206,tuguro-chumikanskii-raion,2,,54.282766,134.980145,Хабаровский край,8
Лямбирский район,89237,liambirskii-raion,2,,54.278371,45.220976,Республика Мордовия,89
Кочковский район,50225,kochkovskii-raion,2,,54.276999,80.399865,Новосибирская область,50
Бавлинский район,92214,bavlinskii-raion,2,,54.274481,53.253729,Республика Татарстан (Татарстан),92
Черлакский район,52258,cherlakskii-raion,2,,54.271085,75.067645,Омская область,52
Карсунский район,73214,karsunskii-raion,2,,54.270149,46.970193,Ульяновская область,73
Клявлинский район,36222,kliavlinskii-raion,2,,54.267762,51.927115,Самарская область,36
Чердаклинский район,73256,cherdaklinskii-raion,2,,54.259716,48.876472,Ульяновская область,73
Давлекановский,80222,davlekanovskii,2,,54.252284,55.050216,Республика Башкортостан,80
Старожиловский район,61248,starozhilovskii-raion,2,,54.240962,39.976045,Рязанская область,61
Межгорье,80507,mezhgore,2,,54.239989,57.961225,Республика Башкортостан,80
Дмитровград,73405,dmitrovgrad,2,,54.217715,49.621984,Ульяновская область,73
Новомалыклинский район,73227,novomalyklinskii-raion,2,,54.210823,50.041596,Ульяновская область,73
Одесский район,52242,odesskii-raion,2,,54.209481,72.964725,Омская область,52
Черепановский район,50257,cherepanovskii-raion,2,,54.20669,83.304837,Новосибирская область,50
Павлоградский район,52246,pavlogradskii-raion,2,,54.204093,73.556795,Омская область,52
Большеберезниковский район,89210,bolshebereznikovskii-raion,2,,54.201702,45.94526,Республика Мордовия,89
Тула,70401,tula,2,,54.193033,37.617752,Тульская область,70
Саранск,89401,saransk,2,,54.187211,45.183642,Республика Мордовия,89
Тулунский район,25238,tulunskii-raion,2,,54.178159,100.275243,Иркутская область,25
Кошкинский район,36224,koshkinskii-raion,2,,54.177732,50.497626,Самарская область,36
Троичкий район,75254,troichkii-raion,2,,54.175492,61.293067,Челябинская область,75
Михайловский район,61217,mikhailovskii-raion,2,,54.159948,39.027092,Рязанская область,61
Прокопьевский район,32222,prokopevskii-raion,2,,54.157718,86.806092,Кемеровская область,32
Дубенский район,70218,dubenskii-raion,2,,54.153004,36.990719,Тульская область,70
Десногорск,66410,desnogorsk,2,,54.152366,33.287872,Смоленская область,66
Новоульяновск,73415,novoulianovsk,2,,54.144767,48.391139,Ульяновская область,73
Майнский район,73220,mainskii-raion,2,,54.138016,47.642304,Ульяновская область,73
Пронский район,61225,pronskii-raion,2,,54.131295,39.583796,Рязанская область,61
Хиславичский район,66252,khislavichskii-raion,2,,54.130995,32.13607,Смоленская область,66
Белебеевский,80209,belebeevskii,2,,54.130768,54.199781,Республика Башкортостан,80
Кировский район,29214,kirovskii-raion,2,,54.130705,34.276917,Калужская область,29
Новомосковский район,70234,novomoskovskii-raion,2,,54.122231,38.485677,Тульская область,70
Суворовский район,70240,suvorovskii-raion,2,,54.122168,36.416103,Тульская область,70
Северный,53243,severnyi,2,,54.121365,52.754634,Оренбургская область,53
Мелекесский район,73222,melekesskii-raion,2,,54.114146,49.502921,Ульяновская область,73
Саянск,25426,saiansk,2,,54.11081,102.180139,Иркутская область,25
Качугский район,25218,kachugskii-raion,2,,54.108514,106.626682,Иркутская область,25
Торбеевский район,89254,torbeevskii-raion,2,,54.107759,43.209863,Республика Мордовия,89
Ульяновский район,73252,ulianovskii-raion,2,,54.107147,48.252296,Ульяновская область,73
Путятинский район,61226,putiatinskii-raion,2,,54.104265,41.103754,Рязанская область,61
Залесовский район,12121,zalesovskii-raion,2,,54.100849,84.69109,Алтайский край,1
Троицк,75452,troitsk,2,,54.083217,61.559759,Челябинская область,75
Куйбышевский район,29218,kuibyshevskii-raion,2,,54.080116,33.842968,Калужская область,29
Ковылкинский район,89229,kovylkinskii-raion,2,,54.078146,43.908537,Республика Мордовия,89
Рузаевский район,89243,ruzaevskii-raion,2,,54.065778,44.786155,Республика Мордовия,89
Камышлинский район,36217,kamyshlinskii-raion,2,,54.056366,52.195451,Самарская область,36
Рославльский район,66236,roslavlskii-raion,2,,54.042564,33.112872,Смоленская область,66
Сухиничский район,29236,sukhinichskii-raion,2,,54.039952,35.393658,Калужская область,29
Аургазинский,80205,aurgazinskii,2,,54.037858,55.858466,Республика Башкортостан,80
Козельский район,29216,kozelskii-raion,2,,54.037842,35.828542,Калужская область,29
Нововаршавский район,52241,novovarshavskii-raion,2,,54.032982,74.576105,Омская область,52
Кадошкинский район,89228,kadoshkinskii-raion,2,,54.031676,44.359096,Республика Мордовия,89
Ермекеевский,80225,ermekeevskii,2,,54.031406,53.698233,Республика Башкортостан,80
Нижнеудинский район,25228,nizhneudinskii-raion,2,,54.028593,97.925286,Иркутская область,25
Крутихинский район,12211,krutikhinskii-raion,2,,54.024922,80.933401,Алтайский край,1
Исаклинский район,36216,isaklinskii-raion,2,,54.023669,51.595179,Самарская область,36
Киселевск,32416,kiselevsk,2,,54.006025,86.636679,Кемеровская область,32
Кочкуровский район,89231,kochkurovskii-raion,2,,54.005374,45.482152,Республика Мордовия,89
Курагинский район,4230,kuraginskii-raion,2,,54.005136,94.384577,Красноярский край,4
Баганский район,50203,baganskii-raion,2,,54.003405,77.679631,Новосибирская область,50
Сорск,95409,sorsk,2,,54.002606,90.253323,Республика Хакасия,95
Вешкаймский район,73207,veshkaimskii-raion,2,,53.999637,47.102812,Ульяновская область,73
Красноозерский район,50227,krasnoozerskii-raion,2,,53.993201,79.167861,Новосибирская область,50
Гафурийский,80221,gafuriiskii,2,,53.989977,56.650645,Республика Башкортостан,80
Киреевский район,70228,kireevskii-raion,2,,53.989612,37.876745,Тульская область,70
Сапожковский район,61237,sapozhkovskii-raion,2,,53.982152,40.690583,Рязанская область,61
Шацкий район,61256,shatskii-raion,2,,53.980818,41.862067,Рязанская область,61
Кораблинский район,61212,korablinskii-raion,2,,53.969607,40.062706,Рязанская область,61
Донской,70412,donskoi,2,,53.96787,38.337222,Тульская область,70
Зубово-Полянский район,89221,zubovo-polianskii-raion,2,,53.966726,42.672033,Республика Мордовия,89
Алышеевский,80202,alysheevskii,2,,53.958642,54.927946,Республика Башкортостан,80
Сузунский район,50248,suzunskii-raion,2,,53.949291,82.338061,Новосибирская область,50
Инзенский район,73210,inzenskii-raion,2,,53.948353,46.363588,Ульяновская область,73
Заринский район,1213,zarinskii-raion,2,,53.944982,85.320935,Алтайский край,1
Думиничский район,29210,duminichskii-raion,2,,53.932002,35.036443,Калужская область,29
Узловский район,70244,uzlovskii-raion,2,,53.929797,38.136134,Тульская область,70
Одоевский район,70236,odoevskii-raion,2,,53.915274,36.753887,Тульская область,70
Елховский район,36215,elkhovskii-raion,2,,53.912823,50.302305,Самарская область,36
Людиновский район,29220,liudinovskii-raion,2,,53.912818,34.488138,Калужская область,29
Сергиевский район,36238,sergievskii-raion,2,,53.912065,51.052111,Самарская область,36
Щекинский район,70248,shchekinskii-raion,2,,53.910331,37.38958,Тульская область,70
Сенгелеевский район,73236,sengeleevskii-raion,2,,53.901111,48.674181,Ульяновская область,73
Новокузнецкий район,32219,novokuznetskii-raion,2,,53.899233,87.613875,Кемеровская область,32
Белорецкий,80211,beloretskii,2,,53.889009,58.043501,Республика Башкортостан,80
Шумячский район,66256,shumiachskii-raion,2,,53.887518,32.281544,Смоленская область,66
Прокопьевск,32437,prokopevsk,2,,53.884487,86.750055,Кемеровская область,32
Елизовский район,30207,elizovskii-raion,2,,53.863136,159.464195,Камчатский край,30
Рогнединский район,15246,rognedinskii-raion,2,,53.858782,33.605103,Брянская область,15
Сковородинский район,10249,skovorodinskii-raion,2,,53.857486,123.363599,Амурская область,10
Усть-Абаканский район,95230,ust-abakanskii-raion,2,,53.853296,89.755935,Республика Хакасия,95
Спаский район,56200,spaskii-raion,2,,53.838411,43.301025,Пензенская область,56
Кимовский район,70226,kimovskii-raion,2,,53.835893,38.671099,Тульская область,70
Иссинский район,56226,issinskii-raion,2,,53.834129,44.912746,Пензенская область,56
Наровчатский район,56247,narovchatskii-raion,2,,53.830802,43.681138,Пензенская область,56
Черногорск,95415,chernogorsk,2,,53.827034,91.306005,Республика Хакасия,95
Скопинский район,61244,skopinskii-raion,2,,53.819296,39.379366,Рязанская область,61
Верхнеуральский район,75217,verkhneuralskii-raion,2,,53.814336,59.198097,Челябинская область,75
Инсарский район,89224,insarskii-raion,2,,53.80634,44.393852,Республика Мордовия,89
Панкрушихинский район,12311,pankrushikhinskii-raion,2,,53.802495,80.306979,Алтайский край,1
Русско-Полянский район,52250,russko-polianskii-raion,2,,53.797379,73.879192,Омская область,52
Белевский район,70206,belevskii-raion,2,,53.774717,36.200875,Тульская область,70
Зиминский район,25210,ziminskii-raion,2,,53.760427,101.539146,Иркутская область,25
Новокузнецк,32431,novokuznetsk,2,,53.757547,87.136044,Кемеровская область,32
Тереньгульский район,73248,terengulskii-raion,2,,53.754417,48.210955,Ульяновская область,73
Нукутский район,25132,nukutskii-raion,2,,53.751457,102.88078,Иркутская область,25
Ухоловский район,61250,ukholovskii-raion,2,,53.748619,40.518691,Рязанская область,61
Карасукский район,50217,karasukskii-raion,2,,53.746702,78.097528,Новосибирская область,50
Минусинский район,4233,minusinskii-raion,2,,53.738507,91.989973,Красноярский край,4
Чесменский район,75259,chesmenskii-raion,2,,53.725861,60.570696,Челябинская область,75
Абакан,95401,abakan,2,,53.721152,91.442387,Республика Хакасия,95
Никольский район,56253,nikolskii-raion,2,,53.714896,45.932639,Пензенская область,56
Мыски,32428,myski,2,,53.712509,87.805747,Кемеровская область,32
Минусинск,44230,minusinsk,2,,53.710564,91.687268,Красноярский край,4
Могочинский район,76226,mogochinskii-raion,2,,53.71035,120.120097,Забайкальский край,76
Богородицкий район,70208,bogoroditskii-raion,2,,53.709929,38.201684,Тульская область,70
Сараевский район,61240,saraevskii-raion,2,,53.707392,41.075053,Рязанская область,61
Заринск,1406,zarinsk,2,,53.706332,84.931488,Алтайский край,1
Ульяновский район,29242,ulianovskii-raion,2,,53.704722,35.590317,Калужская область,29
Похвистневский район,36234,pokhvistnevskii-raion,2,,53.703512,51.941973,Самарская область,36
Абдулинский,53203,abdulinskii,2,,53.701897,53.553641,Оренбургская область,53
Тальменский район,12471,talmenskii-raion,2,,53.698933,83.432371,Алтайский край,1
Междуреченск,32425,mezhdurechensk,2,,53.686596,88.070372,Кемеровская область,32
Базарносызганский  район,73202,bazarnosyzganskii-raion,2,,53.6821,46.713221,Ульяновская область,73
Ряжский район,61230,riazhskii-raion,2,,53.680052,40.084265,Рязанская область,61
Бижбулякский,80212,bizhbuliakskii,2,,53.666173,54.211477,Республика Башкортостан,80
Дятьковский район,15216,diatkovskii-raion,2,,53.66525,34.206777,Брянская область,15
Баргузинский район,81203,barguzinskii-raion,2,,53.66374,109.555891,Республика Бурятия,81
Жиздринский район,29212,zhizdrinskii-raion,2,,53.661457,34.731528,Калужская область,29
Тунгокоченский район,76244,tungokochenskii-raion,2,,53.661014,116.021354,Забайкальский край,76
Вадинский район,56215,vadinskii-raion,2,,53.656686,43.036983,Пензенская область,56
Лунийский район,56243,luniiskii-raion,2,,53.65539,45.251824,Пензенская область,56
Бугурусланский,53211,buguruslanskii,2,,53.653842,52.587781,Оренбургская область,53
Бугуруслан,53408,buguruslan,2,,53.6523,52.432606,Оренбургская область,53
Арсеньевский район,70204,arsenevskii-raion,2,,53.650528,36.610453,Тульская область,70
Дубровский район,15212,dubrovskii-raion,2,,53.641406,33.385205,Брянская область,15
Плавский район,70238,plavskii-raion,2,,53.631657,37.254348,Тульская область,70
Стерлитамак,80439,sterlitamak,2,,53.630403,55.930825,Республика Башкортостан,80
Ершичский район,662211,ershichskii-raion,2,,53.626782,32.732642,Смоленская область,66
Миякинский,80244,miiakinskii,2,,53.607068,54.819672,Республика Башкортостан,80
Каменский район,1216,kamenskii-raion,2,,53.60516,81.287876,Алтайский край,1
Красноярский район,36228,krasnoiarskii-raion,2,,53.602873,50.392586,Самарская область,36
Осинский район,25133,osinskii-raion,2,,53.602505,104.041726,Иркутская область,25
Осинники,32434,osinniki,2,,53.598743,87.337122,Кемеровская область,32
Земетчинский район,56223,zemetchinskii-raion,2,,53.592582,42.476578,Пензенская область,56
Николаевский  район,8231,nikolaevskii-raion,2,,53.584757,140.184966,Хабаровский край,8
Стерлитамакский,80249,sterlitamakskii,2,,53.580566,55.737086,Республика Башкортостан,80
Тепло-Огаревский район,702422,teplo-ogarevskii-raion,2,,53.565755,37.646013,Тульская область,70
Нагайбакский район,75242,nagaibakskii-raion,2,,53.559594,59.828319,Челябинская область,75
Хабарский район,12561,khabarskii-raion,2,,53.554207,79.525454,Алтайский край,1
Барышский район,73204,baryshskii-raion,2,,53.550762,46.947619,Ульяновская область,73
Милославский район,61215,miloslavskii-raion,2,,53.549425,39.319682,Рязанская область,61
Моршанский район,68216,morshanskii-raion,2,,53.54698,41.755761,Тамбовская область,68
Нижнеломовский район,56251,nizhnelomovskii-raion,2,,53.5456,43.758501,Пензенская область,56
Калтан,32415,kaltan,2,,53.521083,87.27716,Кемеровская область,32
Кузоватовский район,73216,kuzovatovskii-raion,2,,53.509785,47.695242,Ульяновская область,73
Тольятти,36440,toliatti,2,,53.508816,49.419207,Самарская область,36
Первомайский район,1232,pervomaiskii-raion,2,,53.498421,84.159413,Алтайский край,1
Жуковский район,15222,zhukovskii-raion,2,,53.498298,33.774598,Брянская область,15
Ишимбайский,80231,ishimbaiskii,2,,53.49683,56.559008,Республика Башкортостан,80
Шигонский район,36250,shigonskii-raion,2,,53.494071,48.786263,Самарская область,36
Тогульский район,12481,togulskii-raion,2,,53.489496,86.077172,Алтайский край,1
Куркинский район,70230,kurkinskii-raion,2,,53.486566,38.57391,Тульская область,70
Воловский район,70216,volovskii-raion,2,,53.483785,38.050453,Тульская область,70
Хвастовичский район,29246,khvastovichskii-raion,2,,53.48244,35.131709,Калужская область,29
Александро-Невский район,61220,aleksandro-nevskii-raion,2,,53.477462,40.258089,Рязанская область,61
Мокшанский район,56245,mokshanskii-raion,2,,53.470317,44.479255,Пензенская область,56
Кытмановский район,12241,kytmanovskii-raion,2,,53.465381,85.385452,Алтайский край,1
Кинель-Черкасский район,36220,kinel-cherkasskii-raion,2,,53.458197,51.43456,Самарская область,36
Моршанск,68420,morshansk,2,,53.443611,41.811627,Тамбовская область,68
Алтайский район,95205,altaiskii-raion,2,,53.442957,91.507794,Республика Хакасия,95
Асекеевский,53207,asekeevskii,2,,53.435491,52.968065,Оренбургская область,53
Болховский район,54204,bolkhovskii-raion,2,,53.434976,36.002213,Орловская область,54
Чернский район,70246,chernskii-raion,2,,53.431076,36.95228,Тульская область,70
Новоалтайск,1413,novoaltaisk,2,,53.412021,83.93107,Алтайский край,1
Магнитогорск,75438,magnitogorsk,2,,53.407184,58.979204,Челябинская область,75
Бессоновский район,56213,bessonovskii-raion,2,,53.397741,44.941348,Пензенская область,56
Шелаболихинский район,12451,shelabolikhinskii-raion,2,,53.390858,82.351284,Алтайский край,1
Стерлибашевский,80248,sterlibashevskii,2,,53.384273,55.189006,Республика Башкортостан,80
Клетянский район,15226,kletianskii-raion,2,,53.380712,33.11686,Брянская область,15
Отрадный,36424,otradnyi,2,,53.376555,51.348851,Самарская область,36
Сельцо,15425,seltso,2,,53.373933,34.105932,Брянская область,15
Староюрьевский район,68236,staroiurevskii-raion,2,,53.365273,40.719859,Тамбовская область,68
Сосновоборский район,56257,sosnovoborskii-raion,2,,53.36452,46.249691,Пензенская область,56
Салават,80420,salavat,2,,53.361651,55.924672,Республика Башкортостан,80
Абзелиловский,80201,abzelilovskii,2,,53.360662,58.550861,Республика Башкортостан,80
Барнаул,14011,barnaul,2,,53.355084,83.769948,Алтайский край,1
Матвеевский,53227,matveevskii,2,,53.354794,53.522478,Оренбургская область,53
Бурлинский район,12061,burlinskii-raion,2,,53.351574,78.360078,Алтайский край,1
Каратузский район,4222,karatuzskii-raion,2,,53.336145,93.613364,Красноярский край,4
Пачелмский район,56254,pachelmskii-raion,2,,53.334699,43.37616,Пензенская область,56
Знаменский район,54220,znamenskii-raion,2,,53.32575,35.624049,Орловская область,54
Аларский район,25123,alarskii-raion,2,,53.317623,102.758573,Иркутская область,25
Данковский район,2553480,dankovskii-raion,2,,53.315305,38.961497,Липецкая область,42
Косихинский район,12181,kosikhinskii-raion,2,,53.314336,84.623402,Алтайский край,1
Брянский район,15208,brianskii-raion,2,,53.30039,34.087867,Брянская область,15
Баевский район,12031,baevskii-raion,2,,53.299018,80.650737,Алтайский край,1
Немецкий национальный район,12601,nemetskii-natsionalnyi-raion,2,,53.289502,79.041253,Алтайский край,1
Чаплыгинский район,2553900,chaplyginskii-raion,2,,53.283677,39.886762,Липецкая область,42
Павловский район,12301,pavlovskii-raion,2,,53.280872,83.003632,Алтайский край,1
Заларинский район,25208,zalarinskii-raion,2,,53.280598,101.5695,Иркутская область,25
Агаповский район,75203,agapovskii-raion,2,,53.270265,59.297406,Челябинская область,75
Суетский район,12411,suetskii-raion,2,,53.255916,79.950572,Алтайский край,1
Каменский район,70224,kamenskii-raion,2,,53.250459,37.73535,Тульская область,70
Башмаковский район,56203,bashmakovskii-raion,2,,53.249807,42.822151,Пензенская область,56
Ставропольский район,36240,stavropolskii-raion,2,,53.249564,49.482359,Самарская область,36
Ельцовский район,12101,eltsovskii-raion,2,,53.248309,86.428306,Алтайский край,1
Аскизский район,95208,askizskii-raion,2,,53.248185,89.854777,Республика Хакасия,95
Лев-Толстовский район,2553720,lev-tolstovskii-raion,2,,53.247393,39.533517,Липецкая область,42
Тюменцевский район,12521,tiumentsevskii-raion,2,,53.244629,81.521411,Алтайский край,1
Брянск,15401,briansk,2,,53.243325,34.363731,Брянская область,15
Городищенский район,56218,gorodishchenskii-raion,2,,53.231975,45.738882,Пензенская область,56
Сызранский район,36242,syzranskii-raion,2,,53.23039,48.530738,Самарская область,36
Жирятинский район,15220,zhiriatinskii-raion,2,,53.224239,33.591404,Брянская область,15
Пономаревский,53238,ponomarevskii,2,,53.220708,54.15482,Оренбургская область,53
Пичаевский район,68226,pichaevskii-raion,2,,53.211309,42.188497,Тамбовская область,68
Бурзянский,80219,burzianskii,2,,53.20954,57.458671,Республика Башкортостан,80
Охинский район,64236,okhinskii-raion,2,,53.208678,142.457299,Сахалинская область,64
Кинельский район,36218,kinelskii-raion,2,,53.206828,50.827281,Самарская область,36
Первомайский район,68222,pervomaiskii-raion,2,,53.202998,40.338857,Тамбовская область,68
Сосновский район,68234,sosnovskii-raion,2,,53.19721,41.295679,Тамбовская область,68
Заречный,56534,zarechnyi,2,,53.19611,45.169071,Пензенская область,56
Самара,36401,samara,2,,53.195538,50.101783,Самарская область,36
Пенза,56401,penza,2,,53.195063,45.018316,Пензенская область,56
Корсаковский район,54226,korsakovskii-raion,2,,53.187224,37.340891,Орловская область,54
Новоспасский район,73229,novospasskii-raion,2,,53.177781,47.826557,Ульяновская область,73
Магдагачинский район,10231,magdagachinskii-raion,2,,53.16949,126.115615,Амурская область,10
Ефремовский район,70220,efremovskii-raion,2,,53.168459,38.267494,Тульская область,70
Октябрьск,36418,oktiabrsk,2,,53.164038,48.670668,Самарская область,36
Мценский район,54236,mtsenskii-raion,2,,53.160582,36.573056,Орловская область,54
Хотынецкий район,54257,khotynetskii-raion,2,,53.158358,35.355147,Орловская область,54
Боханский район,25126,bokhanskii-raion,2,,53.150933,103.919645,Иркутская область,25
Кузнецкий район,56240,kuznetskii-raion,2,,53.140028,46.747699,Пензенская область,56
Баяндаевский район,25125,baiandaevskii-raion,2,,53.138467,105.57109,Иркутская область,25
Варненский район,75214,varnenskii-raion,2,,53.138046,61.355392,Челябинская область,75
Николаевский район,73225,nikolaevskii-raion,2,,53.128462,47.218694,Ульяновская область,73
Кузнецк,56405,kuznetsk,2,,53.119335,46.601165,Пензенская область,56
Карачевский район,15224,karachevskii-raion,2,,53.108438,34.930496,Брянская область,15
Федоровский,80254,fedorovskii,2,,53.106498,55.274588,Республика Башкортостан,80
Саяногорск,95408,saianogorsk,2,,53.100762,91.412195,Республика Хакасия,95
Новокуйбышевск,36413,novokuibyshevsk,2,,53.099469,49.947767,Самарская область,36
Мглинский район,15236,mglinskii-raion,2,,53.097901,32.874153,Брянская область,15
Каменский район,56229,kamenskii-raion,2,,53.093862,44.00339,Пензенская область,56
Ольхонский район,25230,olkhonskii-raion,2,,53.090558,107.194265,Иркутская область,25
Суражский район,15254,surazhskii-raion,2,,53.082975,32.453239,Брянская область,15
Богатовский район,36206,bogatovskii-raion,2,,53.076273,51.318704,Самарская область,36
Выгоничский район,15210,vygonichskii-raion,2,,53.068704,33.957782,Брянская область,15
Славгородский район,1239,slavgorodskii-raion,2,,53.056777,78.856604,Алтайский край,1
Борский район,36212,borskii-raion,2,,53.049481,51.755833,Самарская область,36
Карталинский район,75223,kartalinskii-raion,2,,53.044354,60.399279,Челябинская область,75
Ребрихинский район,12351,rebrikhinskii-raion,2,,53.040066,82.275592,Алтайский край,1
Новосильский район,54243,novosilskii-raion,2,,53.037879,37.061955,Орловская область,54
Петропавловск-Камчатский,30401,petropavlovsk-kamchatskii,2,,53.03704,158.655918,Камчатский край,30
Безенчукский район,36204,bezenchukskii-raion,2,,53.026626,49.301995,Самарская область,36
Мелеузовский,80241,meleuzovskii,2,,53.024411,56.228042,Республика Башкортостан,80
Красногорский район,15234,krasnogorskii-raion,2,,53.019471,31.564562,Брянская область,15
Волжский район,36214,volzhskii-raion,2,,53.012076,50.351093,Самарская область,36
Калманский район,12151,kalmanskii-raion,2,,53.002968,83.448037,Алтайский край,1
Целинный район,12571,tselinnyi-raion,2,,52.988404,85.757192,Алтайский край,1
Урицкий район,54255,uritskii-raion,2,,52.988361,35.67431,Орловская область,54
Бейский район,95212,beiskii-raion,2,,52.987895,90.966774,Республика Хакасия,95
Грачевский,53215,grachevskii,2,,52.9877,52.981432,Оренбургская область,53
Чапаевск,36450,chapaevsk,2,,52.981709,49.710217,Самарская область,36
Лебедянский район,2553690,lebedianskii-raion,2,,52.977149,39.169987,Липецкая область,42
Белинский район,56212,belinskii-raion,2,,52.975365,43.369027,Пензенская область,56
Пензенский район,56255,penzenskii-raion,2,,52.974188,44.857643,Пензенская область,56
Орел,54401,orel,2,,52.970371,36.063837,Орловская область,54
Новодеревеньковский район,54239,novoderevenkovskii-raion,2,,52.965072,37.56476,Орловская область,54
Приволжский район,36236,privolzhskii-raion,2,,52.960754,48.676013,Самарская область,36
