name,code,alias,level,status,latitude,longitude,parent_name,parent_code
Чурапчинский район,98258,churapchinskii-raion,2,,61.982792,132.063073,Республика Саха (Якутия),98
Няндомский район,11244,niandomskii-raion,2,,61.929722,40.577009,Архангельская область,11
Корткеросский район,87216,kortkerosskii-raion,2,,61.924353,52.232165,Республика Коми,87
Сортавальский район,86206,sortavalskii-raion,2,,61.816498,30.497885,Республика Карелия,86
Красноборский район,11230,krasnoborskii-raion,2,,61.8066,46.472203,Архангельская область,11
Петрозаводск,86401,petrozavodsk,2,,61.789036,34.359688,Республика Карелия,86
Мегино-Кангаласский район,98229,megino-kangalasskii-raion,2,,61.749365,130.571267,Республика Саха (Якутия),98
Покачи,71184,pokachi,2,,61.742253,75.59412,Ханты-Мансийский автономный округ - Югра,71100
Усть-Куломский район,87248,ust-kulomskii-raion,2,,61.714802,54.44149,Республика Коми,87
Пряжинский район,86239,priazhinskii-raion,2,,61.696533,33.154329,Республика Карелия,86
Сыктывкар,87401,syktyvkar,2,,61.668831,50.836461,Республика Коми,87
Нижневартовский район,71119,nizhnevartovskii-raion,2,,61.586562,79.692702,Ханты-Мансийский автономный округ - Югра,71100
Прионежский район,86236,prionezhskii-raion,2,,61.559841,34.737026,Республика Карелия,86
Сыктывдинский район,87228,syktyvdinskii-raion,2,,61.503133,50.469877,Республика Коми,87
Тенькинский район,44216,tenkinskii-raion,2,,61.480628,148.6558,Магаданская область,44
Питкярантский район,86233,pitkiarantskii-raion,2,,61.469569,31.813045,Республика Карелия,86
Устьянский район,11254,ustianskii-raion,2,,61.458149,44.073926,Архангельская область,11
Каргопольский район,11218,kargopolskii-raion,2,,61.443367,38.772402,Архангельская область,11
Лахденпохский район,86218,lakhdenpokhskii-raion,2,,61.420921,29.931632,Республика Карелия,86
Хангаласский район,98244,khangalasskii-raion,2,,61.374775,128.849206,Республика Саха (Якутия),98
Ханты-Мансийский район,71129,khanty-mansiiskii-raion,2,,61.3161,68.710169,Ханты-Мансийский автономный округ - Югра,71100
Коряжма,11408,koriazhma,2,,61.315335,47.159855,Архангельская область,11
Югорск,71187,iugorsk,2,,61.314917,63.331964,Ханты-Мансийский автономный округ - Югра,71100
Вельский район,11205,velskii-raion,2,,61.311379,42.092611,Архангельская область,11
Сургут,71136,surgut,2,,61.254035,73.396221,Ханты-Мансийский автономный округ - Югра,71100
Лангепас,71132,langepas,2,,61.253701,75.180725,Ханты-Мансийский автономный округ - Югра,71100
Котлас,11410,kotlas,2,,61.25297,46.633217,Архангельская область,11
Вилегодский район,11211,vilegodskii-raion,2,,61.226953,48.323918,Архангельская область,11
Котласский район,11227,kotlasskii-raion,2,,61.212997,45.962679,Архангельская область,11
Хасынский район,44219,khasynskii-raion,2,,61.158458,151.926629,Магаданская область,44
Олюторский район,30127,oliutorskii-raion,2,,61.12542,169.583744,Камчатский край,30
Нефтеюганск,71134,nefteiugansk,2,,61.088212,72.616331,Ханты-Мансийский автономный округ - Югра,71100
Олонецкий район,86230,olonetskii-raion,2,,61.076979,32.838724,Республика Карелия,86
Сысольский район,87232,sysolskii-raion,2,,61.05534,49.978157,Республика Коми,87
Мегион,71133,megion,2,,61.03289,76.102612,Ханты-Мансийский автономный округ - Югра,71100
Коношский район,11222,konoshskii-raion,2,,61.009442,40.209293,Архангельская область,11
Ивдельский,65428,ivdelskii,2,,60.987819,60.688025,Свердловская область,65
Чердынский район,86007,cherdynskii-raion,2,,60.966918,56.710913,Пермский край,57
Вытегорский район,19222,vytegorskii-raion,2,,60.9618,36.795901,Вологодская область,19
Нижневартовск,71135,nizhnevartovsk,2,,60.939716,76.569628,Ханты-Мансийский автономный округ - Югра,71100
Советский район,71124,sovetskii-raion,2,,60.892832,63.364762,Ханты-Мансийский автономный округ - Югра,71100
Подпорожский район,41236,podporozhskii-raion,2,,60.853438,34.704183,Ленинградская область,41
Катангский район,25216,katangskii-raion,2,,60.831752,107.433666,Иркутская область,25
Пыть-Ях,71185,pyt-iakh,2,,60.758589,72.836526,Ханты-Мансийский автономный округ - Югра,71100
Приозерский район,41239,priozerskii-raion,2,,60.753284,30.052482,Ленинградская область,41
Выборгский район,41215,vyborgskii-raion,2,,60.739939,29.158694,Ленинградская область,41
Стрежевой,80417,strezhevoi,2,,60.732862,77.604002,Томская область,69
Великоустюгский район,19214,velikoustiugskii-raion,2,,60.675636,46.049905,Вологодская область,19
Лузский район,33222,luzskii-raion,2,,60.650292,47.850578,Кировская область,33
Усть-Майский район,98254,ust-maiskii-raion,2,,60.624853,135.829493,Республика Саха (Якутия),98
Амгинский район,98208,amginskii-raion,2,,60.618334,131.026884,Республика Саха (Якутия),98
Верховажский район,19216,verkhovazhskii-raion,2,,60.613036,42.099088,Вологодская область,19
Тарногский район,19242,tarnogskii-raion,2,,60.585495,43.570438,Вологодская область,19
Людейнопольский район,41227,liudeinopolskii-raion,2,,60.530755,33.726879,Ленинградская область,41
Гайнский район,89003,gainskii-raion,2,,60.5299,53.537156,Пермский край,57
Койгородский район,87212,koigorodskii-raion,2,,60.502461,51.155543,Республика Коми,87
Вожегодский район,19218,vozhegodskii-raion,2,,60.489797,40.197498,Вологодская область,19
Нюксенский район,19236,niuksenskii-raion,2,,60.488325,44.572662,Вологодская область,19
Ленский район,98227,lenskii-raion,2,,60.447997,113.223039,Республика Саха (Якутия),98
Нефтеюганский район,71118,nefteiuganskii-raion,2,,60.390306,71.885013,Ханты-Мансийский автономный округ - Югра,71100
Вашкинский район,19212,vashkinskii-raion,2,,60.356033,37.80241,Вологодская область,19
Североуральский,65490,severouralskii,2,,60.346953,59.739359,Свердловская область,65
